age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,327652,285463,1538337,21.3,18.6,2021-04-07T06:21:49.690Z
20-29,960493,851768,1300361,73.9,65.5,2021-04-07T06:21:49.690Z
30-39,937677,854147,1197026,78.3,71.4,2021-04-07T06:21:49.690Z
40-49,910739,845421,1098556,82.9,77.0,2021-04-07T06:21:49.690Z
50-59,745164,697469,849966,87.7,82.1,2021-04-07T06:21:49.690Z
60-69,660272,628743,741639,89.0,84.8,2021-04-07T06:21:49.690Z
70-79,478750,462003,490784,97.5,94.1,2021-04-07T06:21:49.690Z
80-89,214103,205797,225538,94.9,91.2,2021-04-07T06:21:49.690Z
90+,50377,47533,51496,97.8,92.3,2021-04-07T06:21:49.690Z
